 Timestamp (Formatted), EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other.1, Other.2, Other.3, Other.4, Other.5, Other.6, Analog Channel 0, Analog Channel 1, Analog Channel 2, Other.7
 2023-06-27 18:19:01.373,-187500.0224,-187500.0224,-187500.0224,-176603.4352,-187500.0224,-182499.6242,-187500.0224,-187500.0224,0.34,-0.066,0.922,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:19:01.373,-187500.0224,-187500.0224,-187500.0224,-175816.6761,-186193.9652,-181059.4566,-187500.0224,-187500.0224,0.34,-0.066,0.922,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:19:01.373,-187500.0224,-187500.0224,-187500.0224,-175513.7429,-185824.6026,-180514.454,-187500.0224,-187500.0224,0.34,-0.066,0.922,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:19:01.374,-187500.0224,-187500.0224,-187500.0224,-176077.141,-186857.7673,-181556.09,-187500.0224,-187500.0224,0.34,-0.066,0.922,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:19:01.374,-187500.0224,-187500.0224,-187500.0224,-176737.7245,-187500.0224,-182755.3281,-187500.0224,-187500.0224,0.34,-0.066,0.922,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:19:01.374,-187500.0224,-187500.0224,-187500.0224,-176608.3302,-187500.0224,-182506.5532,-187500.0224,-187500.0224,0.34,-0.066,0.922,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:19:01.374,-187500.0224,-187500.0224,-187500.0224,-175825.7509,-186208.5162,-181072.3312,-187500.0224,-187500.0224,0.34,-0.066,0.922,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:19:01.374,-187500.0224,-187500.0224,-187500.0224,-175510.3231,-185819.1712,-180506.5862,-187500.0224,-187500.0224,0.34,-0.066,0.922,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:19:01.374,-187500.0224,-187500.0224,-187500.0224,-176064.9146,-186839.3718,-181532.3301,-187500.0224,-187500.0224,0.34,-0.066,0.922,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:19:01.374,-187500.0224,-187500.0224,-187500.0224,-176735.1316,-187500.0224,-182747.3262,-187500.0224,-187500.0224,0.338,-0.064,0.922,192,10,144,254,0,28,208,0,0,0,0
 2023-06-27 18:19:01.374,-187500.0224,-187500.0224,-187500.0224,-176612.3535,-187500.0224,-182514.0187,-187500.0224,-187500.0224,0.338,-0.064,0.922,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:19:01.374,-187500.0224,-187500.0224,-187500.0224,-175827.5838,-186215.3782,-181077.8297,-187500.0224,-187500.0224,0.338,-0.064,0.922,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:19:01.374,-187500.0224,-187500.0224,-187500.0224,-175506.5233,-185813.248,-180498.0925,-187500.0224,-187500.0224,0.338,-0.064,0.922,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:19:01.374,-187500.0224,-187500.0224,-187500.0224,-176052.04,-186819.3223,-181506.8268,-187500.0224,-187500.0224,0.338,-0.064,0.922,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:19:01.374,-187500.0224,-187500.0224,-187500.0224,-176724.8946,-187500.0224,-182730.1377,-187500.0224,-187500.0224,0.338,-0.064,0.922,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:19:01.374,-187500.0224,-187500.0224,-187500.0224,-176613.0017,-187500.0224,-182516.5445,-187500.0224,-187500.0224,0.338,-0.064,0.922,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:19:01.374,-187500.0224,-187500.0224,-187500.0224,-175829.5954,-186221.9496,-181082.2107,-187500.0224,-187500.0224,0.338,-0.064,0.922,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:19:01.374,-187500.0224,-187500.0224,-187500.0224,-175497.9849,-185802.4744,-180483.7874,-187500.0224,-187500.0224,0.338,-0.064,0.922,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:19:01.374,-187500.0224,-187500.0224,-187500.0224,-176035.2091,-186795.6295,-181476.5178,-187500.0224,-187500.0224,0.338,-0.064,0.922,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:19:01.374,-187500.0224,-187500.0224,-187500.0224,-176717.0938,-187500.0224,-182715.095,-187500.0224,-187500.0224,0.34,-0.068,0.93,192,10,160,253,224,29,16,0,0,0,0
 2023-06-27 18:19:01.374,-187500.0224,-187500.0224,-187500.0224,-176613.7617,-187500.0224,-182515.9857,-187500.0224,-187500.0224,0.34,-0.068,0.93,192,0,0,0,0,0,0,0,0,0,0
