 Timestamp (Formatted), EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other.1, Other.2, Other.3, Other.4, Other.5, Other.6, Analog Channel 0, Analog Channel 1, Analog Channel 2, Other.7
 2023-06-27 18:18:07.735,-187500.0224,-187500.0224,-187500.0224,-177707.8125,-187500.0224,-184043.4815,-187500.0224,-187500.0224,0.338,-0.07,0.928,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:18:07.735,-187500.0224,-187500.0224,-187500.0224,-178163.5646,-187500.0224,-184862.5389,-187500.0224,-187500.0224,0.338,-0.07,0.928,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:18:07.735,-187500.0224,-187500.0224,-187500.0224,-177813.7151,-187500.0224,-184219.725,-187500.0224,-187500.0224,0.338,-0.07,0.928,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:18:07.735,-187500.0224,-187500.0224,-187500.0224,-177082.7236,-187500.0224,-182896.7029,-187500.0224,-187500.0224,0.338,-0.07,0.928,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:18:07.735,-187500.0224,-187500.0224,-187500.0224,-177014.4614,-187500.0224,-182777.4564,-187500.0224,-187500.0224,0.338,-0.07,0.928,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:18:07.735,-187500.0224,-187500.0224,-187500.0224,-177703.2304,-187500.0224,-184031.4116,-187500.0224,-187500.0224,0.338,-0.07,0.928,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:18:07.735,-187500.0224,-187500.0224,-187500.0224,-178164.5034,-187500.0224,-184862.8071,-187500.0224,-187500.0224,0.338,-0.07,0.928,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:18:07.735,-187500.0224,-187500.0224,-187500.0224,-177821.4488,-187500.0224,-184233.3373,-187500.0224,-187500.0224,0.338,-0.07,0.928,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:18:07.735,-187500.0224,-187500.0224,-187500.0224,-177087.2163,-187500.0224,-182905.0848,-187500.0224,-187500.0224,0.338,-0.07,0.928,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:18:07.735,-187500.0224,-187500.0224,-187500.0224,-177010.1922,-187500.0224,-182770.6167,-187500.0224,-187500.0224,0.346,-0.066,0.92,192,10,208,253,240,28,192,0,0,0,0
 2023-06-27 18:18:07.735,-187500.0224,-187500.0224,-187500.0224,-177693.9991,-187500.0224,-184016.9053,-187500.0224,-187500.0224,0.346,-0.066,0.92,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:18:07.735,-187500.0224,-187500.0224,-187500.0224,-178164.2575,-187500.0224,-184863.3212,-187500.0224,-187500.0224,0.346,-0.066,0.92,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:18:07.735,-187500.0224,-187500.0224,-187500.0224,-177828.6907,-187500.0224,-184248.2906,-187500.0224,-187500.0224,0.346,-0.066,0.92,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:18:07.735,-187500.0224,-187500.0224,-187500.0224,-177092.1561,-187500.0224,-182915.7466,-187500.0224,-187500.0224,0.346,-0.066,0.92,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:18:07.735,-187500.0224,-187500.0224,-187500.0224,-177010.6393,-187500.0224,-182769.7227,-187500.0224,-187500.0224,0.346,-0.066,0.92,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:18:07.735,-187500.0224,-187500.0224,-187500.0224,-177688.7688,-187500.0224,-184006.9141,-187500.0224,-187500.0224,0.346,-0.066,0.92,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:18:07.735,-187500.0224,-187500.0224,-187500.0224,-178167.342,-187500.0224,-184867.948,-187500.0224,-187500.0224,0.346,-0.066,0.92,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:18:07.735,-187500.0224,-187500.0224,-187500.0224,-177843.6441,-187500.0224,-184271.4246,-187500.0224,-187500.0224,0.346,-0.066,0.92,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:18:07.735,-187500.0224,-187500.0224,-187500.0224,-177105.1424,-187500.0224,-182934.5444,-187500.0224,-187500.0224,0.346,-0.066,0.92,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:18:07.735,-187500.0224,-187500.0224,-187500.0224,-177006.7053,-187500.0224,-182764.2688,-187500.0224,-187500.0224,0.34,-0.062,0.922,192,10,160,254,16,28,208,0,0,0,0
 2023-06-27 18:18:07.735,-187500.0224,-187500.0224,-187500.0224,-177681.4375,-187500.0224,-183994.1289,-187500.0224,-187500.0224,0.34,-0.062,0.922,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:18:08.212,-187500.0224,-187500.0224,-187500.0224,-178169.756,-187500.0224,-184871.2113,-187500.0224,-187500.0224,0.34,-0.062,0.922,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:18:08.212,-187500.0224,-187500.0224,-187500.0224,-177853.5459,-187500.0224,-184289.3284,-187500.0224,-187500.0224,0.34,-0.062,0.922,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:18:08.213,-187500.0224,-187500.0224,-187500.0224,-177112.675,-187500.0224,-182948.1566,-187500.0224,-187500.0224,0.34,-0.062,0.922,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:18:08.213,-187500.0224,-187500.0224,-187500.0224,-177009.1417,-187500.0224,-182765.8335,-187500.0224,-187500.0224,0.34,-0.062,0.922,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:18:08.213,-187500.0224,-187500.0224,-187500.0224,-177680.3646,-187500.0224,-183988.0939,-187500.0224,-187500.0224,0.34,-0.062,0.922,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:18:08.213,-187500.0224,-187500.0224,-187500.0224,-178174.6287,-187500.0224,-184877.7827,-187500.0224,-187500.0224,0.34,-0.062,0.922,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:18:08.213,-187500.0224,-187500.0224,-187500.0224,-177863.6265,-187500.0224,-184307.9027,-187500.0224,-187500.0224,0.34,-0.062,0.922,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:18:08.213,-187500.0224,-187500.0224,-187500.0224,-177119.3805,-187500.0224,-182961.7242,-187500.0224,-187500.0224,0.34,-0.062,0.922,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:18:08.213,-187500.0224,-187500.0224,-187500.0224,-177005.9677,-187500.0224,-182762.4584,-187500.0224,-187500.0224,0.336,-0.064,0.924,192,10,128,254,0,28,224,0,0,0,0
 2023-06-27 18:18:08.213,-187500.0224,-187500.0224,-187500.0224,-177671.178,-187500.0224,-183974.9064,-187500.0224,-187500.0224,0.336,-0.064,0.924,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:18:08.213,-187500.0224,-187500.0224,-187500.0224,-178173.5782,-187500.0224,-184879.4368,-187500.0224,-187500.0224,0.336,-0.064,0.924,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:18:08.213,-187500.0224,-187500.0224,-187500.0224,-177874.0201,-187500.0224,-184327.8181,-187500.0224,-187500.0224,0.336,-0.064,0.924,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:18:08.213,-187500.0224,-187500.0224,-187500.0224,-177131.5398,-187500.0224,-182981.9748,-187500.0224,-187500.0224,0.336,-0.064,0.924,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:18:08.213,-187500.0224,-187500.0224,-187500.0224,-177014.439,-187500.0224,-182772.6955,-187500.0224,-187500.0224,0.336,-0.064,0.924,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:18:08.213,-187500.0224,-187500.0224,-187500.0224,-177674.5084,-187500.0224,-183977.2533,-187500.0224,-187500.0224,0.336,-0.064,0.924,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:18:08.213,-187500.0224,-187500.0224,-187500.0224,-178183.033,-187500.0224,-184893.6972,-187500.0224,-187500.0224,0.336,-0.064,0.924,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:18:08.213,-187500.0224,-187500.0224,-187500.0224,-177890.918,-187500.0224,-184355.9813,-187500.0224,-187500.0224,0.336,-0.064,0.924,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:18:08.213,-187500.0224,-187500.0224,-187500.0224,-177144.0121,-187500.0224,-183003.9466,-187500.0224,-187500.0224,0.336,-0.064,0.924,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:18:08.213,-187500.0224,-187500.0224,-187500.0224,-177015.5119,-187500.0224,-182776.1153,-187500.0224,-187500.0224,0.34,-0.064,0.926,192,10,160,254,0,28,240,0,0,0,0
