 Timestamp (Formatted), EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other.1, Other.2, Other.3, Other.4, Other.5, Other.6, Analog Channel 0, Analog Channel 1, Analog Channel 2, Other.7
 2023-06-27 18:22:34.485,-187500.0224,-187500.0224,-187500.0224,-182979.8738,-187500.0224,-187500.0224,-187500.0224,-187500.0224,0.344,-0.066,0.928,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:22:34.485,-187500.0224,-187500.0224,-187500.0224,-182186.7221,-187500.0224,-187500.0224,-187500.0224,-187500.0224,0.344,-0.066,0.928,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:22:34.485,-187500.0224,-187500.0224,-187500.0224,-181866.891,-187500.0224,-187500.0224,-187500.0224,-187500.0224,0.344,-0.066,0.928,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:22:34.485,-187500.0224,-187500.0224,-187500.0224,-182429.1491,-187500.0224,-187500.0224,-187500.0224,-187500.0224,0.344,-0.066,0.928,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:22:34.485,-187500.0224,-187500.0224,-187500.0224,-183107.8822,-187500.0224,-187500.0224,-187500.0224,-187500.0224,0.344,-0.062,0.928,192,10,192,254,16,29,0,0,0,0,0
 2023-06-27 18:22:34.485,-187500.0224,-187500.0224,-187500.0224,-182990.7591,-187500.0224,-187500.0224,-187500.0224,-187500.0224,0.344,-0.062,0.928,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:22:34.485,-187500.0224,-187500.0224,-187500.0224,-182201.8543,-187500.0224,-187500.0224,-187500.0224,-187500.0224,0.344,-0.062,0.928,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:22:34.485,-187500.0224,-187500.0224,-187500.0224,-181872.0766,-187500.0224,-187500.0224,-187500.0224,-187500.0224,0.344,-0.062,0.928,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:22:34.485,-187500.0224,-187500.0224,-187500.0224,-182418.8897,-187500.0224,-187500.0224,-187500.0224,-187500.0224,0.344,-0.062,0.928,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:22:34.485,-187500.0224,-187500.0224,-187500.0224,-183104.44,-187500.0224,-187500.0224,-187500.0224,-187500.0224,0.344,-0.062,0.928,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:22:34.485,-187500.0224,-187500.0224,-187500.0224,-183003.4996,-187500.0224,-187500.0224,-187500.0224,-187500.0224,0.344,-0.062,0.928,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:22:34.485,-187500.0224,-187500.0224,-187500.0224,-182219.2216,-187500.0224,-187500.0224,-187500.0224,-187500.0224,0.344,-0.062,0.928,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:22:34.485,-187500.0224,-187500.0224,-187500.0224,-181875.1165,-187500.0224,-187500.0224,-187500.0224,-187500.0224,0.344,-0.062,0.928,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:22:34.485,-187500.0224,-187500.0224,-187500.0224,-182411.0889,-187500.0224,-187500.0224,-187500.0224,-187500.0224,0.344,-0.062,0.928,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:22:34.485,-187500.0224,-187500.0224,-187500.0224,-183104.9765,-187500.0224,-187500.0224,-187500.0224,-187500.0224,0.346,-0.066,0.924,192,10,208,253,240,28,224,0,0,0,0
 2023-06-27 18:22:34.485,-187500.0224,-187500.0224,-187500.0224,-183012.9767,-187500.0224,-187500.0224,-187500.0224,-187500.0224,0.346,-0.066,0.924,192,0,0,0,0,0,0,0,0,0,0
