 Timestamp (Formatted), EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other.1, Other.2, Other.3, Other.4, Other.5, Other.6, Analog Channel 0, Analog Channel 1, Analog Channel 2, Other.7
 2023-06-27 18:16:21.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.342,-0.068,0.922,192,10,176,253,224,28,208,0,0,0,0
 2023-06-27 18:16:21.514,-187500.0224,-187500.0224,-187500.0224,-181045.7103,-187500.0224,-187500.0224,-187500.0224,-187500.0224,0.342,-0.068,0.922,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:16:21.514,-187500.0224,-187500.0224,-187500.0224,-180364.2503,-187500.0224,-186974.2423,-187500.0224,-187500.0224,0.342,-0.068,0.922,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:16:21.514,-187500.0224,-187500.0224,-187500.0224,-179909.7276,-187500.0224,-186151.0052,-187500.0224,-187500.0224,0.342,-0.068,0.922,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:16:21.514,-187500.0224,-187500.0224,-187500.0224,-180278.4643,-187500.0224,-186825.1785,-187500.0224,-187500.0224,0.342,-0.068,0.922,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:16:21.514,-187500.0224,-187500.0224,-187500.0224,-180996.6705,-187500.0224,-187500.0224,-187500.0224,-187500.0224,0.342,-0.068,0.922,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:16:21.514,-187500.0224,-187500.0224,-187500.0224,-181048.8395,-187500.0224,-187500.0224,-187500.0224,-187500.0224,0.342,-0.068,0.922,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:16:21.515,-187500.0224,-187500.0224,-187500.0224,-180366.2619,-187500.0224,-186976.6786,-187500.0224,-187500.0224,0.342,-0.068,0.922,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:16:21.515,-187500.0224,-187500.0224,-187500.0224,-179909.7723,-187500.0224,-186149.8652,-187500.0224,-187500.0224,0.338,-0.064,0.926,192,10,144,254,0,28,240,0,0,0,0
 2023-06-27 18:16:21.515,-187500.0224,-187500.0224,-187500.0224,-180272.8987,-187500.0224,-186817.0201,-187500.0224,-187500.0224,0.338,-0.064,0.926,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:16:21.515,-187500.0224,-187500.0224,-187500.0224,-180991.9767,-187500.0224,-187500.0224,-187500.0224,-187500.0224,0.338,-0.064,0.926,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:16:21.515,-187500.0224,-187500.0224,-187500.0224,-181045.2856,-187500.0224,-187500.0224,-187500.0224,-187500.0224,0.338,-0.064,0.926,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:16:21.515,-187500.0224,-187500.0224,-187500.0224,-180363.6468,-187500.0224,-186974.1752,-187500.0224,-187500.0224,0.338,-0.064,0.926,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:16:21.515,-187500.0224,-187500.0224,-187500.0224,-179903.4244,-187500.0224,-186141.4386,-187500.0224,-187500.0224,0.338,-0.064,0.926,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:16:21.515,-187500.0224,-187500.0224,-187500.0224,-180263.7792,-187500.0224,-186803.3632,-187500.0224,-187500.0224,0.338,-0.064,0.926,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:16:21.515,-187500.0224,-187500.0224,-187500.0224,-180985.07,-187500.0224,-187500.0224,-187500.0224,-187500.0224,0.338,-0.064,0.926,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:16:21.515,-187500.0224,-187500.0224,-187500.0224,-181040.167,-187500.0224,-187500.0224,-187500.0224,-187500.0224,0.338,-0.064,0.926,192,0,0,0,0,0,0,0,0,0,0
 2023-06-27 18:16:21.515,-187500.0224,-187500.0224,-187500.0224,-180361.9034,-187500.0224,-186972.5659,-187500.0224,-187500.0224,0.338,-0.064,0.926,192,0,0,0,0,0,0,0,0,0,0
