Time_stamp,open,close
 2023-06-27 18:24:21.122,0,1
 2023-06-27 18:24:21.122,0,1
 2023-06-27 18:24:21.122,0,1
 2023-06-27 18:24:21.122,0,1
 2023-06-27 18:24:21.122,0,1
 2023-06-27 18:24:21.122,0,1
 2023-06-27 18:24:21.122,0,1
 2023-06-27 18:24:21.122,0,1
 2023-06-27 18:24:21.122,0,1
 2023-06-27 18:24:21.122,0,1
 2023-06-27 18:24:21.122,0,1
 2023-06-27 18:24:21.122,0,1
 2023-06-27 18:24:21.122,0,1
 2023-06-27 18:24:21.122,0,1
 2023-06-27 18:24:21.122,0,1
 2023-06-27 18:24:21.122,0,1
 2023-06-27 18:24:21.122,0,1
 2023-06-27 18:24:21.122,0,1
 2023-06-27 18:24:21.122,0,1
 2023-06-27 18:24:21.122,0,1
 2023-06-27 18:24:21.122,0,1
 2023-06-27 18:24:21.122,0,1
 2023-06-27 18:24:21.122,0,1
 2023-06-27 18:24:21.122,0,1
 2023-06-27 18:24:21.122,0,1
 2023-06-27 18:24:21.122,0,1
 2023-06-27 18:24:21.122,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.123,0,1
 2023-06-27 18:24:21.602,0,1
 2023-06-27 18:24:21.602,0,1
 2023-06-27 18:24:21.602,0,1
 2023-06-27 18:24:21.602,0,1
 2023-06-27 18:24:21.602,0,1
 2023-06-27 18:24:21.602,0,1
 2023-06-27 18:24:21.602,0,1
 2023-06-27 18:24:21.602,0,1
 2023-06-27 18:24:21.602,0,1
 2023-06-27 18:24:21.602,0,1
 2023-06-27 18:24:21.602,0,1
 2023-06-27 18:24:21.602,0,1
 2023-06-27 18:24:21.602,0,1
 2023-06-27 18:24:21.602,0,1
 2023-06-27 18:24:21.602,0,1
 2023-06-27 18:24:21.602,0,1
 2023-06-27 18:24:21.602,0,1
 2023-06-27 18:24:21.602,0,1
 2023-06-27 18:24:21.602,0,1
 2023-06-27 18:24:21.602,0,1
 2023-06-27 18:24:21.602,0,1
 2023-06-27 18:24:21.602,0,1
 2023-06-27 18:24:21.602,0,1
 2023-06-27 18:24:21.602,0,1
 2023-06-27 18:24:21.602,0,1
 2023-06-27 18:24:21.602,0,1
 2023-06-27 18:24:21.602,0,1
 2023-06-27 18:24:21.602,0,1
 2023-06-27 18:24:21.602,0,1
 2023-06-27 18:24:21.602,0,1
